證券代碼,Data Field,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/30,2017/1/24,2017/2/24,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31,2017/11/30,2017/12/29,2018/1/31,2018/2/27,2018/3/31,2018/4/30
2101 南港,月報酬率 %,-15.3728,-1.2847,3.9036,1.804,3.717,3.7543,-4.2764,0.6873,0.3414,0.6802,5.5744,-5.1199,-2.8668,2.4359,1.058,-3.4902,-1.4465,-1.468,1.6761,-0.7327,-1.4761,1.4983,-0.9224,-3.1657,-3.8461
2101 南港,現股當沖比重,2.56,3.57,1.46,1.3,0,2.11,0,1.77,1.23,2.6,5.76,1.04,2.98,1.75,14.29,0,2.17,5.09,4.49,2.97,5.71,5.6,9.36,1.38,3.28
2102 泰豐,月報酬率 %,-3.691,-1.3937,-2.4733,2.5364,2.3475,-2.8571,-0.7353,-5.5555,1.5688,28.9575,-6.5869,-5.4486,-6.1018,0.3612,1.4388,1.4336,-2.1127,2.1584,-0.3523,-6.3603,2.2641,-0.7381,-3.3457,-1.9233,1.5685
2102 泰豐,現股當沖比重,0.1,1.74,1.53,0,0,0,1.57,7.45,2.26,24.34,5.83,0.53,0.31,3.02,13.78,5.88,6.78,0,1.47,2.93,3.59,3.54,2.43,0.35,1.83
2103 台橡,月報酬率 %,4.2204,-5.9859,10.8612,-5.5742,8.1725,-0.8577,12.9759,-1.2251,2.6357,9.2144,-0.2768,-3.0512,-1.1445,-1.7366,3.0928,-0.1803,-6.0384,1.2539,6.966,7.091,0.6759,-3.7586,-7.8104,-7.4133,-2.2877
2103 台橡,現股當沖比重,5.48,2.1,6.23,2.33,3.13,0.79,9.12,3.18,2.9,7.08,3.43,0.98,9.2,2.12,3.16,2.6,3.67,0.98,1.03,8.05,1.87,8.56,3.97,2.38,0.68
2104 國際中橡,月報酬率 %,-2.464,-4,1.7542,4.7309,8.8554,0.9922,-2.554,10.8871,3.8182,-0.35,6.1513,-2.4833,3.7351,-0.4908,6.5789,5.5556,16.6068,23.9397,-7.2848,1.9048,2.4531,12.0867,1.7292,-6.6,-8.7795
2104 國際中橡,現股當沖比重,0,0.27,0.16,1.28,3.65,1.68,2.34,0.88,1.87,1.78,0.46,0,2.79,2.89,2.01,1.15,5.1,25.1,14.64,15.88,4.26,9.65,13.76,7.09,5.24
2105 正新,月報酬率 %,3.7093,-0.1491,0.8957,2.9587,1.2015,-2.2257,-2.4281,-6.6874,1.3333,2.3027,4.984,-3.9816,-0.6383,-2.5683,6.5898,-0.9424,-0.6545,-0.4943,-1.4902,-13.6134,2.1402,-3.238,-1.1813,-6.2747,1.8067
2105 正新,現股當沖比重,2.79,1.4,2.64,1.21,5.68,1.57,4.06,2.48,2.01,0.76,0.75,1.06,2.31,3.9,5.6,4.94,11.44,0.99,5.14,7.24,4.81,2.52,5.19,3.1,12.77
2106 建大,月報酬率 %,9.7656,-7.4731,-1.7308,-0.1956,4.7137,-0.4979,-3.3032,-3.9338,4.7413,-1.2345,3.3333,1.6129,-3.5714,-4.2182,3.7593,-1.9669,-4.612,-1.1586,-6.2134,-4.3747,-1.83,-1.4645,-1.8919,1.2399,-6.8027
2106 建大,現股當沖比重,4.45,0.65,0.98,0.29,0.98,0.31,1.03,1.92,1.01,0.61,0.98,1.01,2.75,0.35,0,0,0.52,0.42,1.35,3.06,2.12,0,1.75,1.46,4.1
2107 厚生,月報酬率 %,-5.6659,-3.904,-0.1804,1.3246,-0.3269,-4.0328,-2.9702,2.7212,5.9605,-0.9374,7.5709,-0.5863,-1.7698,-2.102,-3.7029,-0.6601,-0.0003,-1.9883,-2.9413,-3.0302,12.8475,-2.4616,-2.5237,-2.9127,0.0001
2107 厚生,現股當沖比重,3.25,0.28,1.06,0.33,0.5,0.31,0,0.85,0.82,0.42,0,0.32,0,0,0,0,3.82,0.46,0,1.02,17.97,7.94,1.69,3.62,3.51
2108 南帝,月報酬率 %,1.6727,-3.2904,-1.5122,4.7985,-2.2791,-4.4587,2.0002,-6.3182,1.628,3.6614,4.4148,3.171,-4.3031,2.5697,0.2088,1.501,-1.1236,0.4544,-0.905,6.3927,0.8587,-1.4895,-1.0799,5.8954,3.2992
2108 南帝,現股當沖比重,2.23,8.45,0,1.16,0.73,0,3.65,0.48,1.54,1.79,1.04,4.31,1.31,0,0.65,0,0,5.7,0.72,3.13,0.34,0,3.66,6.56,6.98
2109 華豐,月報酬率 %,-11.5079,2.2422,0.8771,4.7827,-3.1196,-1.3333,-8.1083,9.8038,-3.1249,1.3824,5.4545,-5.1725,-2.7271,-1.8692,3.8097,1.8352,5.4457,-3.0435,2.6905,1.3098,8.6206,19.0476,3.6667,0.9644,-3.1848
2109 華豐,現股當沖比重,0,0,0,3.54,0,0,6.16,14.6,3.1,0,3.21,0,0,0,3.96,0,4.16,0,69.67,2.07,12.56,16.02,41.6,12.15,0
2114 鑫永銓,月報酬率 %,-2.3485,1.139,2.378,4.0687,-0.25,-0.7519,-0.5048,-1.1422,-1.1554,0.7791,1.4176,-2.1601,-6.4935,-3.4723,6.9066,2.5674,-1.8285,5.731,14.4987,6.8638,-2.5471,-2.2727,2.3257,4.5454,-2.826
2114 鑫永銓,現股當沖比重,0,0,0,1.28,0,0,0,0,0,2.7,0,0,0.92,0,0.82,0,13.29,0,5.91,0,0,3.98,0,0,0
2115 六暉-KY,月報酬率 %,-2.0121,0.308,-0.1024,1.0438,19.3206,10.3204,-3.5484,-12.0401,5.3232,-3.2492,6.9031,-1.7452,-0.1776,15.6584,-6.4615,-6.5788,5.4579,-5.1145,-2.7559,-8.7045,0.4435,3.4214,-8.8579,-5.6207,-2.4814
2115 六暉-KY,現股當沖比重,1.25,3.06,9.11,0,3.03,21.64,11.15,9.01,3.25,0,0.47,6.62,9.99,3.72,1.09,6.89,6.44,0,0,0,6.26,33.93,0,0,0
2201 裕隆,月報酬率 %,-9.1199,-3.3451,-0.5466,7.069,-3.1747,0.3644,0.363,-0.0002,-3.0738,2.7983,3.8112,-1.2237,-3.3627,-1.4651,1.4869,-1.4651,-1.5152,-0.3847,-2.7027,-5.1587,1.0461,-1.6562,-1.6843,-3.212,0.2214
2201 裕隆,現股當沖比重,0.75,2.59,2.83,2.38,0.39,0.29,10.42,5.04,1.55,0.56,1.29,0.54,9.43,4.69,6.52,3.92,3.93,0.77,2.93,6.88,9.85,11.4,10.62,0.53,4.47
2204 中華,月報酬率 %,-2.1646,6.1949,1.4584,5.3133,-2.4843,0.8492,4.2109,8.2827,-2.2387,9.351,0.5237,-3.4724,-1.259,1.4571,2.5136,-3.1134,7.6627,-4.4484,0.5587,-0.3701,-3.3459,2.5,0.9381,2.2303,1.6363
2204 中華,現股當沖比重,0,0,0.93,1.16,0.47,0.22,0.69,6.32,0.53,0.19,4.3,1.48,0,1.72,5.61,1.57,3.28,0.9,1.27,1.56,0.73,2.31,0.12,0,5.3
2206 三陽工業,月報酬率 %,-3.7209,1.4493,-1.4284,4.831,5.0688,-4.5872,-2.8844,4.2078,-1.6627,-0.9663,3.4145,1.1793,-0.0001,3.9627,-1.7939,0.5461,-1.4319,3.1477,2.3475,-1.376,-0.4651,-1.6353,0.4751,0.4729,-0.2353
2206 三陽工業,現股當沖比重,0,0.86,0.99,1.93,1.63,0.19,0,1.94,6.62,0.13,0,1.28,0,12.95,0.73,5.54,0.32,8.09,4.12,2.02,4.06,3.52,1.3,8.26,3.47
2207 和泰車,月報酬率 %,-9.8872,-2.3512,1.1237,5.3438,9.6875,4.416,0.273,-0.2719,0.6821,-2.9811,-1.8155,1.1379,-2.2503,13.5252,-3.422,-0.5418,-3.1336,-1.2657,-0.2849,-0.8574,2.0173,7.2031,-14.2291,-9.3701,-1.1864
2207 和泰車,現股當沖比重,4.31,4.7,3.67,1.95,10.64,4.98,12.99,3.62,1.66,3.82,3.93,2.77,5.93,4.08,3.01,4.49,17.79,24.83,11.72,12.16,12.11,15,6.6,2.77,11.06
2208 台船,月報酬率 %,-3.7385,2.2653,-3.7977,0.3068,1.695,-9.6667,-3.321,2.29,2.9848,0.3623,3.2491,-0.3493,-1.4038,-1.7793,-6.5217,1.5502,-3.8167,-3.1747,5.7377,-10.8526,-1.7388,26.5487,-3.8461,35.2727,30.1075
2208 台船,現股當沖比重,0,0.32,0.79,0,0.68,1.92,0.36,1.06,0.2,0,0,0.42,0,4.23,2.24,16.89,0.19,0.37,1.88,0,0,0,0,0,0
2227 裕日車,月報酬率 %,-2.1793,6.4355,-7.2092,4.0102,4.7901,1.4634,-4.3269,0.5024,-1.75,0.7634,5.303,1.4388,12.5295,28.1512,-6.5573,0.5263,-5.7632,2.2086,-4.9115,4.5455,5.3357,-0.7504,-2.0794,3.0888,-4.1198
2227 裕日車,現股當沖比重,0,13.31,0,0,0,0,0,1.88,0,0,4.21,1.76,5.06,16.59,7.69,7.8,4.16,0,1.3,4.66,5.81,7.74,2.16,8.18,0
2228 劍麟,月報酬率 %,-1.2789,8.2901,4.3063,3.2011,2.2679,4.2128,-18.0851,-9.6104,-6.6094,9.2306,1.1268,-2.7854,-6.5903,-10.1225,1.7064,3.0202,-19.2463,11.6668,-2.9851,-10.3847,1.2874,-10.5932,-4.7394,4.9751,-15.0711
2228 劍麟,現股當沖比重,19.29,13.29,19.93,12.78,13.04,4.82,16.34,23.36,12.47,5.71,2.94,7.52,5.13,4.29,5.15,7.26,16.51,10.69,7.69,5.11,19.98,16.1,8,12.87,4.43
2231 為升,月報酬率 %,-0.382,-4.8592,-2.9571,7.0636,0.3761,-9.2349,-7.2926,-8.9653,-4.7348,-1.7891,2.6315,2.7615,21.305,8.8606,15.407,-5.5419,-1.3335,-4.8648,-4.8411,4.5377,-11.8972,8.9416,15.4103,14.9491,-3.4089
2231 為升,現股當沖比重,7.09,14.49,12.19,5.09,2.52,6.66,11.2,19.28,9.33,7.31,15.02,7.52,32.49,27.73,10.22,23.75,9.59,17.24,11.38,6.75,9.17,19.98,26.66,9.69,17.91
2233 宇隆,月報酬率 %,4.5812,-1.1265,-3.0378,9.7909,-6.4208,7.4512,-0.1229,4.5451,14.8061,-4.8106,29.0323,-14.1666,3.398,-9.1079,-4.9587,10.3261,10.6376,1.4019,11.0599,-2.4895,-11.4895,1.9231,-4.717,5.9405,4.2055
2233 宇隆,現股當沖比重,11.69,4.07,2.43,6.19,5.37,4.48,11.08,0.9,7.24,1.78,12.38,12.39,6.77,8.79,16.66,7.51,10.99,18.05,13.92,23.81,5.33,11.49,11.32,8.71,31.23
2236 百達-KY,月報酬率 %,0.9825,15.3699,-5.3964,3.3868,8.6208,3.0161,-14.4838,16.4247,-0.6849,-1.207,-5.061,3.4928,15.453,7.8461,-1.7118,-4.0638,-17.8515,4.5633,-1.4574,0.7393,-5.5044,7.573,-4.3323,-2.83,1.5535
2236 百達-KY,現股當沖比重,0,0,0,0,0,9.39,23.66,2.91,2.34,1.65,0,10.57,0,18.63,0,5,1.11,8.7,6.06,16.31,4.91,10.88,11.11,0,5.56
2239 英利-KY,月報酬率 %,-1.8576,4.101,0,3.0303,23.8177,-1.2105,-11.0292,-3.0304,5.1136,0.2703,0.8084,-16.8449,1.2861,7.3014,-5.9171,6.6038,-3.4266,11.6352,-3.9439,-15.5429,0.3472,14.187,-6.9696,9.1205,-9.8507
2239 英利-KY,現股當沖比重,0,0,0,0,12.05,9,18.55,1.89,2.72,3.22,3.29,4.92,5.37,2.44,6.06,20.59,19.05,14.61,10.11,22.86,2.04,22.22,3.28,0,4.35
2243 宏旭-KY,月報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8788,16.1886,-11.8168,-10,-12.6666,-2.2901,-14.0628,-3.0303
2243 宏旭-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301 光寶科,月報酬率 %,0.0001,6.8701,5,8.3901,5.7238,-6.0415,0.4434,11.0375,-3.3797,-2.8809,9.1102,1.5536,0.5737,-3.9924,-0.9903,-2.2999,-2.546,-3.2475,-1.5046,-13.396,10.1764,5.4189,-1.8692,-1.4287,-5.1933
2301 光寶科,現股當沖比重,4.29,3.48,7.21,3.5,3.06,4.26,6.59,2.37,4.48,4.09,1.27,1.47,3.69,4.07,3.05,5.73,7.11,4.02,13.67,4.89,4.9,8.8,17.98,3.34,20.15
2302 麗正,月報酬率 %,-7.2248,3.3629,-1.3699,7.639,0.8065,1.1896,7.7777,-5.449,-0.3117,2.5,3.8111,-3.6712,-6.5549,-5.2202,-1.8934,-3.8597,1.4598,6.4747,-3.7164,9.6492,-3.2,1.4878,0.9773,7.0968,-9.6387
2302 麗正,現股當沖比重,1.73,0,0,2.92,2.66,2.96,5.5,0,0,4.86,19.73,10.06,1.93,0,0,0,0,0,0,0,0,0,0,0,0
2303 聯電,月報酬率 %,-9.7745,1.6666,3.2787,-1.2693,-3.3613,0.4347,1.7313,-4.2553,1.3334,-0.4386,12.335,-4.3139,-1.2297,3.3193,18.4739,-2.4209,8.2732,-0.3324,3.3334,-1.2905,-7.1896,0.3518,-0.7017,9.5406,3.2259
2303 聯電,現股當沖比重,2.73,1.76,3.45,5.49,1.12,5.88,2.7,0.83,2.77,1.88,16.5,1.07,4.67,10.2,23.79,13.3,18.4,14.38,10.97,13.18,10.53,8.81,7.23,21.09,12.77
2305 全友,月報酬率 %,3.6309,32.5549,1.4317,9.6634,-5.1485,-2.0878,-14.9256,1.8796,-1.5992,12.875,-1.1077,-15.5656,-1.9893,-4.7362,-5.1137,-2.8441,24.8074,-13.4567,7.7031,21.192,9.1805,11.6116,-9.4168,-5.9408,-7.8948
2305 全友,現股當沖比重,0.52,0,17.39,6.65,10.03,1,6.87,1.39,43.51,19.21,4.17,0,0,0,0,0,0,0,0,44.07,21.5,25.06,9.24,5.89,13.03
2308 台達電,月報酬率 %,5.6337,-0.0002,4.0001,11.0789,-1.786,1.2121,-0.2993,-3.904,-0.3125,9.0908,-1.7241,-4.9709,4.6153,-2.3529,0.301,-0.6467,3.115,-5.4381,-7.3482,-5.8621,5.128,2.4391,-5.4421,-6.1154,-17.2413
2308 台達電,現股當沖比重,3.04,2.13,3.1,2.77,3.44,4.62,2.93,0.9,2.33,1.49,1.65,0.2,1.26,2.23,3.49,2.09,3.5,1.69,4.86,7.28,3.74,4.81,3.81,13.34,14.04
2312 金寶,月報酬率 %,2.8303,3.211,7.5556,-1.2397,2.4793,1.6737,-2.4693,-4.2194,4.8459,5.4622,0.3984,-5.9524,-4.6412,-2.6549,2.7272,-2.2124,-2.7785,-1.9137,1.4633,1.4424,0,1.8957,-3.7211,-0.483,1.9417
2312 金寶,現股當沖比重,0.29,1.57,5.93,5.5,3.63,1.93,1.19,3.8,1.54,1.84,2.39,1.77,7.65,1.34,4.88,6.73,3.5,10.68,5.5,22.51,2.17,4.75,5.63,15.22,10.34
2313 華通,月報酬率 %,-13.1067,-9.4972,5.5558,3.803,-4.7904,0.6289,4.0625,-8.108,1.6339,7.074,20.4205,9.4763,1.1389,5.1802,6.2098,14.8086,17.0866,3.9938,4.7267,25.3878,-13.6107,-5.7292,-6.0774,-11.6177,-0.9984
2313 華通,現股當沖比重,8.6,9.64,6.96,11.96,3.21,3.88,10.55,11.46,3.11,4.42,16.97,6.31,15.17,9.83,23.68,21.17,19.65,27.66,24.61,22.47,29.49,26.29,28.22,27.09,24.35
2314 台揚,月報酬率 %,2.5478,0.7246,0.7195,13.7754,21.5246,105.1658,-3.05,-2.6217,-4.6155,-1.2097,14.6939,15.1244,-6.1824,26.8535,-11.6884,8.3035,-1.2262,7.0347,-10.9537,-0.1447,-12.8987,4.4924,-10.828,-1.7857,-6.5455
2314 台揚,現股當沖比重,0,0,0,0,0,0,26.67,11.25,4.58,2.99,24.46,20.6,30.81,31.85,23.77,21.35,14.64,30.78,23.67,20.32,8.42,28.21,14.66,6.64,8.7
2316 楠梓電,月報酬率 %,-13.1315,0.3876,10.2314,-4.7363,-8.5339,-6.4592,-9.9745,-4.2615,5.6378,0.5618,13.1286,-11.1112,1.6668,-7.6502,2.9587,1.724,15.254,-10.3558,-4.7738,3.6942,-4.3259,-1.3299,-4.0433,-5.337,-5.9346
2316 楠梓電,現股當沖比重,3.2,1.13,1.52,2.17,3,3.87,5.96,2.11,0.41,12.28,7.91,4.26,7.55,0,0.35,1.43,36.66,8.35,2.96,10.72,1.54,0.73,2.76,0,11.44
2317 鴻海,月報酬率 %,-9.0802,3.8913,2.9962,6.5454,0.1138,3.4015,7.9749,-3.8687,2.6829,-0.5937,6.9298,1.6759,8.5712,4.2509,13.5923,4.34,0.0001,-8.9362,4.6728,-10.7144,-4.7998,-3.1512,-4.4467,0.4539,-6.3277
2317 鴻海,現股當沖比重,2.67,1.03,4.34,1.45,2.21,2.03,9.42,2.75,5.04,3.76,1.81,1.01,8.41,6.96,14.92,7.44,11.59,24.68,15.26,17.22,7.19,12.46,5.62,7.69,13.99
2321 東訊,月報酬率 %,-8.3333,-6.0605,36.7743,-3.302,33.1706,-13.9195,-14.8935,12,24.9998,48.2144,-8.6747,-20.8444,-1.3335,-16.216,-10.4838,13.0629,-4.3826,24.1667,-9.0606,-9.2252,36.9915,-9.7922,-1.316,-5.6668,-14.8412
2321 東訊,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323 中環,月報酬率 %,-5.747,4.8781,9.3022,4.2555,-1.7859,2.0781,-5.3438,-5.3763,-0.8523,1.7192,16.6195,-4.3477,-4.798,1.3264,4.4501,-2.7569,3.0928,6.2501,5.1765,-6.4877,1.6747,14.3531,-8.2305,2.018,32.9671
2323 中環,現股當沖比重,1.41,0.56,1.26,7.29,10.99,9.87,3.29,2.41,2.11,3.34,5.39,3.69,41.59,20.78,50.4,31.24,9.46,17.34,10.22,21.58,6.35,34.97,17.58,11.23,0
2324 仁寶,月報酬率 %,-5.9405,1.0524,5.4689,4.926,-6.2343,2.9255,-2.8422,-3.4577,1.653,2.1679,2.122,2.857,2.0203,-0.495,1.9901,3.6443,8.2292,-1.613,3.9813,-6.5317,2.6508,1.8777,-7.3732,-0.7462,-2.7568
2324 仁寶,現股當沖比重,3.54,3.73,2.08,1.54,2.67,5.01,4.47,0.43,1.38,0.31,0.52,1.05,1.79,0.53,0.52,5.25,12.27,12.32,15.08,3.85,1.02,12.78,11.21,1.03,4.52
2327 國巨,月報酬率 %,-0.9415,4.3725,0.9314,1.8728,2.6786,-3.2687,-2.3042,-6.4467,-1.5128,29.6927,-0.5263,9.3915,28.7786,-4.2252,6.8627,8.4908,20.753,9.2784,12.9718,40.292,5.0595,9.6318,-14.5995,57.9421,20.1151
2327 國巨,現股當沖比重,0.13,1.91,3.72,0,3.3,0.38,2.11,2.51,1.09,10.83,3.2,2.41,24.86,8.23,19.84,17.51,23.65,33.66,11.53,11.83,50.53,57.48,52.62,40.01,60.8
2328 廣宇,月報酬率 %,-10.6061,2.1188,2.0745,26.0165,60.6876,19.1446,-0.8546,-18.4482,4.2283,2.2312,9.3254,8.1669,-5.5368,-5.5064,4.6991,5.3859,-2.4985,-9.8566,1.7895,6.836,-7.3128,0.1971,-12.5985,-1.8016,-11.4678
2328 廣宇,現股當沖比重,1.03,2.16,9.3,4.93,18.82,20.85,26.92,13.06,26.16,7.42,21.24,17.5,30.35,13.37,30.55,29.42,18.89,27.31,15.28,30.09,9.69,34.53,13.68,2.65,9.78
2329 華泰,月報酬率 %,-5.3641,3.6436,-4.6874,15.1638,-3.5588,-7.011,-9.5239,1.3159,-1.7318,-0.0002,-1.3215,-7.1426,-5.4806,-5.595,-12.2845,7.9852,-6.7122,11.2198,0.8772,10.3262,-6.8965,-3.9153,-2.2027,-3.3783,-4.8952
2329 華泰,現股當沖比重,0.76,0.94,1.66,0,0,0,0.66,5.05,27.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330 台積電,月報酬率 %,-7.4075,4.3331,7.8403,6.1538,2.029,3.6929,3.2876,-2.9179,-0.8197,2.2038,1.8869,0,2.91,4.37,6.0534,2.8775,0.9323,0.0002,12.2403,-6.996,1.5488,11.1111,-3.5294,0.6099,-8.2828
2330 台積電,現股當沖比重,2.14,2.6,2.95,1.44,1.86,0.73,5.68,1.4,3.4,0.28,2.48,1.01,1.85,1.35,5.54,3.97,14.04,4.94,8.26,12.72,13.27,8.79,8.55,14.57,14.39
2331 精英,月報酬率 %,-1.4925,-2.7779,-0.5196,-3.5198,-10.9758,-10.2742,3.0533,-3.3334,19.5399,20.1922,20.8003,-3.5318,-10.0688,3.0534,1.4814,-3.8931,-3.2911,20.9427,2.1645,-17.7965,2.3196,-5.7932,-0.802,-7.8166,-1.1697
2331 精英,現股當沖比重,1.97,8.42,18.07,0.46,2.45,3.96,9.17,0.21,20.53,19.61,5.06,10.27,7.43,2.15,4.41,2.06,5.75,9.5,11.7,7.15,2.52,5.18,28.75,4.03,18.29
2332 友訊,月報酬率 %,-1.942,-0.9899,7.4999,16.3137,-6.1477,-1.7467,-9.7778,1.4778,4.3689,-3.2559,9.1348,25.1103,-11.6199,-11.1553,6.7265,-6.3026,0.4,2.2934,1.3452,-10.6194,4.9505,23.113,-12.6438,0.0002,-3.5087
2332 友訊,現股當沖比重,3.88,1.49,4.82,1.32,0.72,1.75,0.31,1.02,3.48,6.81,1.1,16.79,12.92,2.05,44,7.16,42.46,10.76,12.13,5.28,20.71,29.88,38.22,38.97,6.19
2337 旺宏,月報酬率 %,-14.2857,-19.9999,-1.7362,44.1698,2.451,0.2392,4.296,-7.5516,14.6038,50.3239,28.8794,41.5833,5.9054,7.0632,15.9721,-1.1978,25.518,14.7271,13.8716,-13.8182,-6.7511,3.3936,-4.9234,22.4395,-10.6204
2337 旺宏,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.55,19,36.34,23.52,37.96,23.44,47.27,44.42,35.97,26.08,43.59
2338 光罩,月報酬率 %,-1.3273,-4.3724,-0.9381,5.6846,-5.2142,-0.4891,2.9486,-1.79,4.9816,6.25,44.8801,7.8951,15.6795,0.9034,-6.2687,12.4205,-1.983,2.0229,5.0989,0.8087,-3.7435,6.3887,-6.7887,-1.4005,-3.409
2338 光罩,現股當沖比重,0,0,0,0,0,0,0,6.66,2.23,1.95,10.24,6.26,30.31,4.51,15.05,5.99,53.07,8.63,9.29,29.98,6.76,7.86,6.21,7.41,8
2340 光磊,月報酬率 %,-5.2176,3.6697,6.6373,13.0132,9.1634,-5.4745,2.7028,5.2631,-0.3572,1.0752,21.9859,4.3604,-1.1142,3.3802,-3.8148,-0.8603,1.2271,31.2123,-14.3571,12.5001,-8.5471,6.0748,2.6433,-1.7169,-3.4933
2340 光磊,現股當沖比重,1.48,2.22,0.36,0.42,6.56,1.61,3.14,4.86,0.31,0.47,3.21,6.85,6.68,4.3,6.26,8.04,3.21,0,13.71,20.18,29.55,23.48,39.83,23.51,11.86
2342 茂矽,月報酬率 %,5.3571,-7.1188,-13.5036,-4.2194,-3.0837,5,-2.5976,45.7779,-11.5855,1.7241,31.5255,12.629,-9.382,-18.6868,-3.7269,-1.2904,7.1897,52.4391,-18.6516,-20.5955,12.1873,27.5766,11.1354,15.1275,10.9215
2342 茂矽,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.42
2344 華邦電,月報酬率 %,-11.3227,2.6256,3.721,7.5112,9.0181,-2.4155,-1.7822,-0.2015,0.7072,28.3852,-12.8908,52.4663,0.294,2.6395,4.2856,0,31.1737,16.6306,-2.0843,9.5786,-18.007,0.8528,-15.8562,-1.759,-6.3939
2344 華邦電,現股當沖比重,4.16,7.71,10.62,11.55,9.58,0.92,6.57,2.21,2.02,26.75,10.27,28.52,35.66,38.57,19.97,28.27,30.74,43.2,16.22,21.24,50.37,31.89,44.8,13.16,30.3
2345 智邦,月報酬率 %,-14.0625,42.1483,0.4649,33.52,-9.7651,-2.2044,3.2787,-13.6903,17.0115,11.0021,-0.0001,18.4069,2.3915,-2.0438,15.6483,8.1334,-1.8633,24.5569,-1.2194,13.1686,-3.6364,10.3775,-4.2736,-13.75,-29.1926
2345 智邦,現股當沖比重,11.39,21.74,18.99,21.33,13.55,10.86,14.06,7.94,8.4,8.56,6.52,17.15,23.99,16.07,29.15,20.37,16.66,41.16,22.73,20.82,27.37,30.6,22.64,41.51,32.41
2347 聯強,月報酬率 %,-3.3183,1.0921,7.253,8.4891,-2.7364,3.582,-2.8817,-3.2641,-0.3069,0.3078,3.5278,-3.2593,0.1532,5.5047,-1.1594,-1.4664,3.2519,8.0118,4.9451,6.2829,-0.1233,1.7262,-6.1819,12.4031,-1.7243
2347 聯強,現股當沖比重,1.71,7.68,4.28,1.61,3.43,10.26,0.62,1.61,0.3,0.32,0.95,0.33,0.28,6.55,0.83,1.78,3.18,3.81,8.35,9.3,12.52,11.49,10.94,5.4,7.88
2348 海悅,月報酬率 %,5.1724,-2.1312,-11.2227,-11.3206,0.8512,-6.3292,-5.8559,-13.8755,2.7778,-2.7028,1.1111,-6.5934,2.3528,69.8278,21.6581,-11.822,-8.8327,-1.0379,-5.0698,-1.2891,-0.3731,5.618,-4.7871,100.3725,-26.394
2348 海悅,現股當沖比重,0,0,0,0,0,10.65,0,0,0,0,0,0,0,44.82,0,19.97,9.73,10.77,0,0,0,0,24.98,0,21.25
2349 錸德,月報酬率 %,3.2966,-9.2198,8.5939,42.8054,-1.2596,9.8783,-14.5997,-6.25,-0.0002,1.1764,19.3798,-8.4417,-9.2198,8.0078,-4.5208,-3.4093,-0.196,0.5895,-2.1486,-5.7885,-1.2712,20.1718,-6.2501,3.0477,9.0573
2349 錸德,現股當沖比重,0,0,0,0,0,0,0,8.6,10.9,5.13,8.57,7.11,10.1,21.4,23.11,0,0,0,0,0,0,0,0,0,0
2351 順德,月報酬率 %,-3.6307,12.088,-5.6022,20.3266,9.0788,-0.0001,-5.8127,4.6598,-0.2405,10.6152,13.413,-7.7883,2.8154,8.9251,15.0838,3.0745,-0.5283,34.6467,15.2439,-7.3015,-1.9407,-12.9221,2.6739,10.4167,-16.8631
2351 順德,現股當沖比重,3.23,4.09,5.14,5.8,2.8,5.36,1.7,10.05,1.94,8.84,4.28,1.48,18.51,26.9,18.93,5.71,9.22,34.5,40.86,12.69,21.63,24.01,23.69,27.25,8.05
2352 佳世達,月報酬率 %,-1.4422,1.9514,9.0909,6.1613,11.6882,3.1007,0,15.7895,-2.2728,8.638,-2.1406,9.9999,9.0909,10.1562,9.929,8.7212,-9.6234,0.6945,1.1495,-9.0908,5.75,0.4727,-4.2352,8.1082,-7.0455
2352 佳世達,現股當沖比重,2.41,2.33,3.12,1.9,4.25,4.86,2.88,13.41,5.39,25.84,2.79,5.08,21.7,21.04,10.84,21.42,8.41,17.6,14.19,8.47,6.12,5.45,10.88,18.48,19.75
2353 宏碁,月報酬率 %,-6.8826,11.3045,17.9689,4.0289,-6.2502,2.1053,-0.3435,-6.8967,-2.963,9.9238,2.4305,-2.3727,-1.0418,15.7896,-3.3337,-3.8933,2.3569,0,2.6316,31.4101,17.8049,14.4927,-11.0308,0.4065,-7.6924
2353 宏碁,現股當沖比重,2.61,5.66,15.89,5.25,9.3,2.19,5.18,1.24,4.42,4.24,20.35,1.54,7.16,17.07,3.98,10.2,16.95,8.78,14.18,37.67,27.87,44.32,22.41,28.08,20.83
2354 鴻準,月報酬率 %,-7.7563,11.8618,1.2081,2.5197,15.1358,7.888,-0.2179,-8.7335,2.0335,3.0482,4.3231,0.8723,-0.5405,-7.3915,7.7466,2.9738,5.5067,-7.6201,8.5875,-13.2154,2.1583,-2.1127,-4.7962,0.2519,-7.1607
