證券代碼,Data Field,2015/7/31,2015/8/31,2015/9/30,2015/10/30,2015/11/30,2015/12/31,2016/1/30,2016/2/26,2016/3/31,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31
2867 三商壽,現股當沖比重,0,0,5.23,3.01,1.23,0.12,0.48,3.5,4.65,1.62,2.09,1.91,3.67,0.78
2880 華南金,月報酬率 %,1.1266,-5.5414,-0.6493,2.2877,-2.5558,-0.0001,-1.6393,3.3334,3.2258,-2.1877,3.834,2.7693,4.1919,3.4345
2880 華南金,現股當沖比重,0.18,3.8,2.2,0.78,2.51,0.7,0.65,4.9,3.71,1.15,1.71,0.23,0.38,5.26
2881 富邦金,月報酬率 %,-6.189,-2.9515,-8.229,2.729,-1.3285,-13.4616,-15.1111,3.2722,3.9293,-4.2683,-1.9108,3.1213,5.3121,13.2408
2881 富邦金,現股當沖比重,4.25,6.7,5.45,3.8,2.54,6.45,12.14,3.84,9.59,3.69,4.79,3.26,2.47,7.12
2882 國泰金,月報酬率 %,-1.7756,-8.0392,-4.1579,3.2257,-1.6164,1.4239,-18.7907,-0.7977,3.3514,-5.9664,4.0001,-1.7878,2.4289,11.855
2882 國泰金,現股當沖比重,4.02,4.42,9.55,3.5,5.09,4.17,6.7,4.82,11.27,1.95,1.85,3.17,1.72,12.64
2883 開發金,月報酬率 %,-6.4531,-9.7117,-5.7508,-1.1299,-3.8856,-2.1402,-1.4582,-1.4797,7.6348,-4.3023,-0.1216,0.5461,-0.1287,3.3504
2883 開發金,現股當沖比重,4.66,4.47,7.03,2.79,3.1,1.81,4.43,3.55,7.94,1.75,1.56,1.6,0.6,1.99
2884 玉山金,月報酬率 %,3.4353,1.8228,-1.0232,1.0334,0.5115,-2.5447,-7.5719,-2.8251,4.651,-0.5558,1.9555,4.1096,5.2722,0.2808
2884 玉山金,現股當沖比重,0.37,4.18,3.66,1.26,0.48,4.23,4.96,1.51,1.46,2.28,1.88,0.87,0.52,0.25
2885 元大金,月報酬率 %,-6.5879,-10.7206,-6.5133,4.918,-3.5155,-1.6195,-11.111,-0.9259,7.4766,-7.391,3.2865,-5.4544,11.2263,0.4465
2885 元大金,現股當沖比重,5.16,4.39,1.97,3.26,1.09,3.63,8.33,1.68,7.77,3.64,1.21,2.46,1.58,1.45
2886 兆豐金,月報酬率 %,-2.8776,-4.3361,-6.5574,3.9474,-4.2473,-5.5557,1.4118,1.6242,4.5662,0.0001,4.3667,1.6735,2.8807,-8.2335
2886 兆豐金,現股當沖比重,0.68,4.43,4.35,6.93,1.65,1.46,5.19,0.37,0.7,1.96,3.79,2.98,0.54,3.1
2887 台新金,月報酬率 %,-1.9578,-8.8,2.193,9.4422,-9.0196,-1.7242,-4.386,0.9175,3.1818,7.489,0.8199,0.8129,3.2258,4.3383
2887 台新金,現股當沖比重,2.4,3.16,1.67,0.57,0.65,1.25,7.59,1.61,3.99,7.81,0.68,0.16,0.16,3.7
2888 新光金,月報酬率 %,-1.9105,-11.9936,1.0363,-0.1281,-8.0871,-0.14,-9.7902,-2.6358,2.8663,1.0835,4.1346,-7.2056,2.694,7.4075
2888 新光金,現股當沖比重,3.17,4.7,3.88,1.17,1.72,2.25,6.8,1.09,5.79,3.63,2.63,2.86,3.02,3.15
2889 國票金,月報酬率 %,-4.2625,-0.2077,3.6038,-0.3727,-3.8653,-0.2593,-5.4617,1.513,7.9946,0.1255,0.1253,-0.2505,2.3838,3.681
2889 國票金,現股當沖比重,0,0,0,0,0,0,0,0.52,1.09,0,1.89,0.23,0.23,6.84
2890 永豐金,月報酬率 %,-1.4651,-7.0564,-7.143,3.3653,-6.0467,-7.2277,-2.4548,-0.2188,9.1008,-3.9196,0.2093,-0.7307,8.3071,-1.4104
2890 永豐金,現股當沖比重,2.31,2.29,2.7,0.88,3.2,3.11,4.22,0.93,6.6,4.22,2.01,0.37,1.41,0.37
2891 中信金,月報酬率 %,-5.7612,-4.223,-13.5204,5.3099,-4.2018,-1.1696,-4.7339,0.6212,4.9383,-3.5296,4.2683,-1.462,9.258,4.2614
2891 中信金,現股當沖比重,1.33,4.9,1.49,2.33,1.37,1.81,9.53,2.86,7.73,3.2,0.69,0.59,0.7,2.2
2892 第一金,月報酬率 %,1.0007,-7.353,-4.7618,5.0002,-3.492,0.658,-0.3267,1.6394,2.5806,-0.6288,4.4305,2.4241,4.7337,1.6182
2892 第一金,現股當沖比重,0.82,1.21,0.36,1.89,0.89,0.58,2.84,1.83,0.82,3.35,1.98,1.2,1.92,0.22
2897 王道銀行,月報酬率 %,3.1801,-5.7579,-2.3689,-0.5107,-0.7703,0.5176,-9.0092,-1.2729,3.8681,7.5861,-1.5386,1.5625,4.0858,-0.6561
2897 王道銀行,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901 欣欣,月報酬率 %,2.8168,-6.5069,0.5099,0.7408,-2.9415,4.1668,-6.3638,1.9417,0.3808,-2.4666,3.3077,-3.9548,2.7452,-2.7705
2901 欣欣,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
2903 遠百,月報酬率 %,-7.2727,-7.075,11.821,12.5714,-8.6294,1.3888,-7.9453,2.9763,-2.3119,2.3669,-3.757,4.2042,5.1872,-3.2643
2903 遠百,現股當沖比重,0.64,4.02,3.34,14.6,0.83,8.38,1.08,1.17,0.71,1.32,2.62,0.29,4.91,0.95
2904 匯僑,月報酬率 %,-0.4126,-2.9013,1.1951,1.7717,-0.5802,0.1944,0.1942,7.3644,1.0831,-1.6071,0,-0.7258,2.5036,-1.3436
2904 匯僑,現股當沖比重,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0
2905 三商,月報酬率 %,5.042,0.0652,16.8512,0.9454,2.8105,-4.1004,-7.1258,2.0461,4.0099,-9.8798,0.2673,-1.6,3.7939,8.6572
2905 三商,現股當沖比重,0,0,0,0,0,0,0,0.65,6.03,1.33,0.92,0.79,6.05,1.53
2906 高林,月報酬率 %,-7.6845,-2.4001,0,2.0491,-6.8273,4.3104,-6.6114,7.9646,-2.459,0,-3.3614,1.7392,0.7803,-3.5397
2906 高林,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908 特力,月報酬率 %,3.0482,-6.0387,3.0849,1.4962,-3.9311,6.9054,-4.0672,0.499,-1.7371,-1.2626,-0.7671,3.0929,2.9879,-2.2899
2908 特力,現股當沖比重,0,0,0,0,0,0,0,3.46,0,0,0.85,14.27,4.16,4.13
2910 統領,月報酬率 %,6.5293,-25.8064,8.6955,5.3998,15.7493,-13.1147,-10.5661,-1.2658,0.4271,-4.6808,3.5714,-2.1554,2.2026,-1.5086
2910 統領,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,60.71,0
2911 麗嬰房,月報酬率 %,-1.0493,-16.2544,2.9534,50.8193,-14.1305,15.1898,-14.2858,3.8461,-3.7037,-13.141,1.476,-3.6363,2.2645,-2.952
2911 麗嬰房,現股當沖比重,0,0,0,0,0,0,0,1.96,0.26,0.58,2.47,1.97,5.45,0.61
2912 統一超,月報酬率 %,5.7603,-2.3508,-5.7471,5.3659,-3.2407,-1.6745,7.056,2.4998,3.991,-2.5586,8.3152,1.4141,3.1873,0.2924
2912 統一超,現股當沖比重,4.09,4.01,2.78,5.31,1.8,0.89,0.4,2.98,1.33,2.42,4.24,2.59,0.65,2.03
2913 農林,月報酬率 %,-8.4987,-4.7101,6.8442,1.4235,-7.7193,12.1672,-6.1018,2.1663,4.9471,0,1.3469,-0.9966,9.841,-4.732
2913 農林,現股當沖比重,0.36,0.09,11.91,0,0,0,0,6.1,22.17,5.58,6.67,1.32,1.45,1.87
2915 潤泰全,月報酬率 %,-6.5157,-13.1865,12.3313,2.9157,5.4998,-3.0016,-4.0717,-0.3395,-9.7104,-14.9055,6.3192,0.9386,5.3719,-0.5161
2915 潤泰全,現股當沖比重,2.33,3.65,3.23,3.99,4.63,12.93,16.98,2.48,11.07,4.79,9.05,2.12,4.8,4.14
2923 鼎固-KY,月報酬率 %,4.5833,-28.6634,10.7347,17.3468,0.8695,-8.1897,-10.3286,8.6389,4.0965,-4.1664,-0.9661,-0.4878,0.2451,9.2906
2923 鼎固-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929 淘帝-KY,月報酬率 %,-4.5831,-10.4803,21.4632,12.6113,14.2323,-12.1311,-9.3282,2.8806,3.2002,-7.7517,11.3445,1.5098,5.5764,12.6758
2929 淘帝-KY,現股當沖比重,0,0,0,0,0,0,0,2.85,6.2,6.81,3.81,2.46,1.71,9.6
2936 客思達-KY,月報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936 客思達-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939 凱羿-KY,月報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939 凱羿-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002 歐格,月報酬率 %,-5.7612,-6.987,9.6365,5.5555,-10.965,3.4482,-1.4286,-2.4153,0.0001,-0.4951,-0.4975,-0.0001,2.9999,2.9126
3002 歐格,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0
3003 健和興,月報酬率 %,-10.7897,-13.6188,21.1643,15.4294,-1.8914,-7.1977,-2.2161,8.7818,7.0313,-6.9343,-2.3527,0.1341,5.2198,-1.8278
3003 健和興,現股當沖比重,0,0,0,0,0,0,0,4.05,11.53,6.13,7.77,1.67,4.5,3.57
3004 豐達科,月報酬率 %,-11.9733,-6.927,17.3207,0.3457,32.6438,-4.3329,-3.9853,14.7168,4.4406,0.7874,-0.9377,-3.1544,-0.9773,-5.7566
3004 豐達科,現股當沖比重,0,0,0,0,0,0,0,4.51,4.58,4.78,4.7,1.12,1.62,7.4
3005 神基,月報酬率 %,-12.2154,-1.4391,7.1979,6.4745,-3.3784,-6.527,0.9975,3.9508,7.3632,-3.5397,5.5047,-1.5217,15.4653,18.0873
3005 神基,現股當沖比重,10.69,10.53,12.76,10.75,13.66,6.69,0.92,10.78,6.28,1.36,3.91,1.42,10.88,10.38
3006 晶豪科,月報酬率 %,-24.9998,-7.56,-7.8068,17.9435,5.6409,-1.4565,-8.3744,3.9425,-2.7587,-6.915,4.7618,6.7272,4.275,1.5308
3006 晶豪科,現股當沖比重,8.79,15.58,3.72,0,0,0,5.17,2.92,1.79,31.04,7.74,4.84,2.44,7.29
3008 大立光,月報酬率 %,-9.0779,-4.154,-15.2319,-0.9766,-0.789,-9.7417,10.1323,1.4,-1.5779,-9.0179,19.8238,8.2719,16.1292,5.9021
3008 大立光,現股當沖比重,23,21.47,21.66,26.87,9.26,24.08,41.99,32.63,16.33,27.01,19.13,16.04,15.61,24.7
3010 華立,月報酬率 %,-11.2014,-4.0908,2.0141,5.807,-2.8542,0.791,-2.2422,2.2936,0.1121,-1.9036,1.5984,5.5053,7.7656,-1.9855
3010 華立,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0.36,0,0.57,0
3011 今皓,月報酬率 %,-22.7724,0.7327,6.5456,17.4061,-17.442,19.0141,7.2486,2.4827,9.4212,1.3532,-4.1262,-5.9494,-0.1347,4.4476
3011 今皓,現股當沖比重,0,0,0,0,0,0,0,13.73,16.49,6.95,2.23,10.79,10.92,4.61
3013 晟銘電,月報酬率 %,-8.7592,2.9334,13.7305,-6.3781,-16.7883,-5.848,3.1056,-1.2049,-9.7562,-12.1622,-0.0002,12.6925,-2.0478,21.2232
3013 晟銘電,現股當沖比重,0,0,0,0,0,0,0,2.47,3.8,15.94,4.44,8.23,0,14.04
3014 聯陽,月報酬率 %,-23.716,0.9585,9.4828,9.4489,-0.1801,3.6036,-3.826,8.3184,-4.1736,-3.4843,2.7078,1.7575,9.8408,0.3368
3014 聯陽,現股當沖比重,0,0,0,0,0,0,0,8.84,3.05,0.98,4.52,0.27,1.47,3.04
3015 全漢,月報酬率 %,-13.4409,3.1056,2.1085,8.28,2.9557,8.6126,-6.1674,9.1549,1.0752,2.3403,-3.5344,-1.2931,7.4238,6.96
3015 全漢,現股當沖比重,0,0,0,0,0,0,0,0,0,0.47,0,1.38,0,0.32
3016 嘉晶,月報酬率 %,-11.3383,1.4218,12.6169,24.0664,6.6892,-4.3891,-11.4754,28.148,50.2891,-15.577,1.1389,-0.6758,-7.0294,-5.122
3016 嘉晶,現股當沖比重,0,0,0,0,0,0,0,0,16.33,18.97,22.02,20.93,20.27,10.24
3017 奇鋐,月報酬率 %,-20.0736,-13.364,40.5179,3.7474,0.1902,9.1081,0.3479,2.7727,-5.2277,-9.6089,-0.5906,-4.1584,5.9915,-2.729
3017 奇鋐,現股當沖比重,7.69,9.88,17.33,10.85,10.2,12.62,8.19,11.16,7.09,4.32,7.62,13.69,3.8,9.35
3018 同開,月報酬率 %,3.1847,10.8025,-7.7995,11.1784,-7.7501,-2.424,-2.4846,10.191,-8.9595,1.27,-1.8809,0.639,14.9206,-0.2763
3018 同開,現股當沖比重,0,0,0,0,0,0,0,15.85,1.75,0,4.35,1.98,1.54,4.03
3019 亞光,月報酬率 %,-24.8174,8.9322,15.8646,-4.3076,0.4824,-6.7198,8.0616,-4.127,-6.1258,-15.3438,6.6667,3.5159,3.7734,16.7273
3019 亞光,現股當沖比重,6.96,5.82,14.51,7,2.85,10.72,13.01,7.53,4.64,3.06,1.36,3.83,2.39,17.13
3021 鴻名,月報酬率 %,-10.1694,11.4925,1.8018,5.7524,-1.2551,-0.8475,-2.9915,3.5244,3.4039,-0.4115,-3.3058,4.2734,-0.4098,9.8765
3021 鴻名,現股當沖比重,0,0,0,0,0,0,0,15.36,0,0,7.63,0,0,0.49
3022 威強電,月報酬率 %,-18.5184,-9.6066,5.8823,3.5352,-1.4636,-2.9704,2.5509,1.2437,-8.7226,-5.3836,8.3926,0.6562,6.2583,12.6968
3022 威強電,現股當沖比重,3.61,2.18,1.62,0,0,0,0,0.43,2.94,1.25,1.72,0.44,1.7,3.7
3023 信邦,月報酬率 %,-14.6956,12.5516,8.3984,4.1441,9.3424,-2.8482,-0.4886,6.874,0.6127,2.2833,9.5239,-1.7665,5.256,2.2336
3023 信邦,現股當沖比重,8.44,12.46,6.83,8.97,2.21,3.67,5.03,6.06,10.06,7.11,8.91,4.96,2.19,1.34
3024 憶聲,月報酬率 %,-15.2779,-9.1333,2.0619,17.1716,-17.6724,4.712,-6.75,-3.4852,-0.0002,-6.9446,-6.2686,-0.9553,16.0772,43.7672
3024 憶聲,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025 星通,月報酬率 %,-14.9998,-16.9906,9.3747,4.6752,0.8687,2.7061,23.9521,11.1109,5.2176,-13.2232,-3.8095,-0.9902,6.4999,1.878
3025 星通,現股當沖比重,0,0,0,0,0,0,0,7.84,1.57,0,4.17,6.67,0,9.19
3026 禾伸堂,月報酬率 %,-8.2742,-12.7989,-0.4853,7.317,-1.5149,2.7692,-2.2454,5.0538,0.5832,-4.058,-0.9063,2.1342,4.9255,-2.5284
3026 禾伸堂,現股當沖比重,0,0,0,0,0,0,0,0,0,4.61,1.81,0,1.57,0
3027 盛達,月報酬率 %,1.2873,-14.4068,22.5229,16.3865,-17.6895,-1.7544,7.5893,20.7469,-13.7456,7.1714,-6.6912,14.3425,-7.6655,5.2789
3027 盛達,現股當沖比重,0,0,0,0,0,0,0,0.7,0,2.16,0,16.65,4.88,3.41
3028 增你強,月報酬率 %,-1.5756,-9.1176,-0.9708,3.9218,-0.6289,0.0002,0.633,6.2894,7.9883,0.2739,0,1.093,0.9741,-0.8825
3028 增你強,現股當沖比重,0,0,0,0,0,0,0,0.61,1.25,0.84,0,1.15,0,0
3029 零壹,月報酬率 %,-21.7235,-23.3094,17.8916,6.5037,-7.1249,-2.1918,-2.5212,3.7356,-0.5539,-5.2924,-1.7645,-0.8982,6.9483,0.2159
3029 零壹,現股當沖比重,0,0,0,0,0,0,0,11.5,6.28,0.39,3.86,0.86,1.9,3.89
3030 德律,月報酬率 %,-17.8467,-6.8221,0.9636,8.9694,-8.9316,-5.7693,-5.3062,-1.0775,7.4073,-7.5051,-0.2192,2.8865,-1.6315,-7.3459
3030 德律,現股當沖比重,6.03,12.72,6.02,5.53,3.33,1.98,0,7.22,0.65,0.97,0.22,0.54,0,0.19
3031 佰鴻,月報酬率 %,-23.8006,-6.3138,6.6305,5.5045,-8.0192,2.1009,-6.2757,0.9882,-4.8913,-6.8572,-3.0672,11.3923,15.9092,10.0289
3031 佰鴻,現股當沖比重,0,0,0,0,0,0,0,2.71,0,0,2.8,14.33,4.08,11.54
3032 偉訓,月報酬率 %,-16.8974,-0.3334,24.0801,9.973,8.0881,-2.0409,20.1389,1.7342,47.3484,-12.7252,13.6967,-5.6993,18.6448,-0.3659
3032 偉訓,現股當沖比重,0,0,0,0,0,0,0,9,14.21,14.15,12.84,10.92,20.97,13.12
3033 威健,月報酬率 %,-6.092,-7.653,-2.2099,10.452,-2.8135,0.5266,-0.7855,4.2216,1.2659,-1.0001,-2.2727,-1.5506,3.5268,-1.0727
3033 威健,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01
3034 聯詠,月報酬率 %,-17.1272,-4.8035,-5.5046,7.767,6.7569,8.8607,6.5892,0.3636,-6.1594,-12.7413,-3.9823,10.1379,1.0908,-3.1248
3034 聯詠,現股當沖比重,3.66,6.2,4.72,4.17,2.68,4.99,11.91,7.11,4.12,6.62,3.76,6.28,2.41,3.96
3035 智原,月報酬率 %,-15.5469,-11.8569,5.9935,31.1111,-16.2899,0.7875,7.1427,-3.1248,-9.7849,3.2182,-22.171,0.1484,10.815,-10.3003
3035 智原,現股當沖比重,6.6,7.89,5.91,13.8,8.74,3.49,7.64,4.81,6.64,4.89,6.77,3.96,5.25,4.81
3036 文曄,月報酬率 %,-4.0108,-12.8135,-0.1515,10.6221,-5.8985,3.4986,-2.8169,12.6087,-0.9008,0.9091,2.9603,1.5,7.2661,12.2688
3036 文曄,現股當沖比重,1.15,0.28,1.23,2.31,0.11,0.7,0,4.66,0.14,0.7,1.52,0.31,0.12,2.26
3037 欣興,月報酬率 %,-2.9111,-15.4362,-0.7937,14.4,3.8461,-6.0606,0.0003,21.1471,-7.6925,-0.9615,-10.0324,1.4387,-1.4012,-4.4118
3037 欣興,現股當沖比重,6.58,6.53,10.45,11.31,19.47,5.27,9.58,6.48,5.55,5.65,5.15,0.97,4.67,1.3
3038 全台,月報酬率 %,-8.3916,-1.3739,16.5633,16.3346,11.872,2.0409,-8.1001,22.4156,18.2222,-7.5189,0.4067,-7.2876,-3.0567,-1.2456
3038 全台,現股當沖比重,0,0,0,0,0,0,0,8.46,2.68,2.29,6.73,22.28,2.3,1.51
3040 遠見,月報酬率 %,-2.1429,-21.4112,4.6441,20.1299,-10.2702,-7.6808,0.8156,-3.0744,4.8414,-5.7325,1.5202,0.6655,5.4997,-3.6394
3040 遠見,現股當沖比重,0,0,0,0,0,0,0,0,12.5,0,10.53,0.86,0,0
3041 揚智,月報酬率 %,-14.1355,-3.4483,23.8096,7.0513,7.4847,4.7354,39.0956,0.1912,-8.5879,-18.3717,-5.8823,-9.239,6.5869,-5.618
3041 揚智,現股當沖比重,0,0,0,0,0,0,0,8.59,12.46,6.4,9.27,10.08,3.24,1.53
3042 晶技,月報酬率 %,-14.4293,2.0066,5.7451,11.6008,-8.0263,2.5754,-3.0683,11.9423,12.5965,-6.1644,7.0559,1.5908,-3.3556,1.9123
3042 晶技,現股當沖比重,2.37,0.56,3.16,4.79,1.53,0.48,0.78,3.01,6.46,2.68,1.95,4.34,3.22,3.69
3043 科風,月報酬率 %,-21.0527,-9.6298,2.4591,38.3998,-14.7399,5.0849,-23.2257,18.9076,-12.0142,-8.4339,-21.4912,34.0781,17.5002,-14.8936
3043 科風,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044 健鼎,月報酬率 %,-5.1125,-8.0646,3.7279,6.131,12.3507,-0.7092,-2.5002,7.6923,-0.6803,1.1988,5.4143,0.3211,9.7444,3.8284
3044 健鼎,現股當沖比重,1.71,3.46,2.17,0.4,1.52,24.92,2.94,1.34,0.74,9.28,10.32,2.42,3.29,1.04
3045 台灣大,月報酬率 %,1.4561,-6.4112,2.7606,1.9901,-3.8048,1.4199,-0.1,2.6026,1.9512,1.9139,4.6949,5.9195,-2.2221,1.3636
3045 台灣大,現股當沖比重,0.53,1.6,2.35,3.75,1.91,1.19,0.37,4.47,2.19,2.38,0.98,3.52,4.1,6.81
3046 建碁,月報酬率 %,-11.3794,-22.1788,18.5,-4.6414,-7.9647,-13.4614,5.0001,-2.6455,-13.1523,-18.0226,1.3741,-3.6145,10.9376,-2.1126
3046 建碁,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047 訊舟,月報酬率 %,-6.3068,-10.8888,18.4539,16.3158,-5.4298,2.8706,18.1397,-8.6613,-4.7414,-9.5024,1,1.485,2.3759,10.1102
3047 訊舟,現股當沖比重,0,0,0,0,0,0,0,6.91,11.18,0.84,8.12,2.06,0,2.52
3048 益登,月報酬率 %,-10.8739,-14.1197,17.8571,7.8282,-11.0068,0.5264,-7.068,5.6337,-9.6001,-3.8349,3.3742,6.2316,4.19,0.2558
3048 益登,現股當沖比重,0,0,0,0,0,0,0,5.26,1.65,0.96,2.29,3.91,0.41,2.68
3049 和鑫,月報酬率 %,-10.3615,-4.3011,-7.3033,-2.8672,43.1952,7.3002,10.6548,0.696,-12.7878,-6.7371,-19.405,13.3569,1.5503,7.1756
3049 和鑫,現股當沖比重,0,0,0,0,0,0,0,13.1,9.85,6.25,0,0,0,0
3050 鈺德,月報酬率 %,-9.524,18.7972,-6.9621,6.8027,8.6623,-0.1172,-7.0421,2.7778,22.2357,-0.5023,0.8081,0.1002,20.12,7.7576
3050 鈺德,現股當沖比重,0,0,0,0,0,0,0,5.63,1.09,5.08,0,0.57,27.07,12.29
3051 力特,月報酬率 %,-42.2523,-3.5881,-4.5309,23.729,-9.5893,-6.9696,-14.4952,15.8094,-8.2238,-11.2903,-7.0707,-5.6521,-7.6036,6.2343
3051 力特,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3052 夆典,月報酬率 %,-20.3922,0.0002,3.3106,-2.1672,9.1773,-2.4154,-7.8217,6.0151,-6.079,-1.8338,-5.3848,-1.8585,-0.1182,-0.4738
3052 夆典,現股當沖比重,0,0,0,0,0,0,0,16.44,0,0,7.7,0,39.59,0
3054 立萬利,月報酬率 %,-15.126,3.1403,29.6774,-8.209,-5.4199,20.3438,-13.3334,12.6374,-3.1708,-11.5869,9.9716,18.6529,-11.7903,-2.9704
3054 立萬利,現股當沖比重,0,0,0,0,0,0,0,0.41,1.2,0,0,2.85,3.03,0.92
3055 蔚華科,月報酬率 %,-20.3117,-9.9236,-1.2711,55.3645,-17.1271,19.6667,5.2925,13.4923,-9.3239,-5.9128,-3.0052,2.2533,-0.528,3.2258
3055 蔚華科,現股當沖比重,0,0,0,0,0,0,0,5.48,3.94,0.98,2.78,3.22,0.38,0.49
3056 總太,月報酬率 %,-11.6022,3.8097,-5.7348,2.6617,-6.7497,3.2521,-5.118,3.3195,28.5142,1.5626,-4.6154,15.8065,1.6178,29.9364
3056 總太,現股當沖比重,0,0,0,0,0,0,0,0.77,7.55,2.54,6.98,3.7,7.63,11.22
3057 喬鼎,月報酬率 %,-24.9295,-14.7148,10.2114,16.2939,-7.9672,14.9254,10.3894,-8.4706,-12.8536,-10.9146,2.6489,-1.9356,12.5001,-4.3857
3057 喬鼎,現股當沖比重,0,0,0,0,0,0,0,2.86,1.73,4.7,3.36,6.35,4.9,1.42
3058 立德,月報酬率 %,-7.4146,-6.2226,9.9764,3.6715,-10.1042,-1.1589,-2.5793,6.9795,8.4365,-1.9709,-2.4338,0.1084,3.5753,3.2348
3058 立德,現股當沖比重,0,0,0,0,0,0,0,1.47,5.9,3.36,15.2,3.73,0,9.62
3059 華晶科,月報酬率 %,-10.8159,-18.2903,49.4782,-7.3505,12.9151,-12.4183,-3.1715,11.7533,-4.6551,-12.2967,-13.1959,2.1379,6.7443,-0.4356
3059 華晶科,現股當沖比重,0,0,0,0,0,0,0,19.75,20.35,11.11,4.44,2.25,5.55,11.65
3060 銘異,月報酬率 %,-26.9613,-22.9875,11.2918,15.5394,-13.2912,4.0147,-11.9297,3.5859,3.6537,-6.8644,-11.3544,-3.146,3.5965,-6.2426
3060 銘異,現股當沖比重,9.2,13.58,14.62,16.21,5.12,14.36,5.58,8.01,4.78,4.18,4.34,4.15,2.58,2.79
3062 建漢,月報酬率 %,-13.9888,-19.1136,1.7123,14.8149,-9.3841,4.8546,33.9508,-4.1475,-4.8078,-15.909,11.4112,1.0781,10.1333,1.2131
3062 建漢,現股當沖比重,0,0,0,0,0,0,0,6.64,13.67,2.16,18.82,6.01,7.44,4.22
3090 日電貿,月報酬率 %,-4.2306,-9.3379,1.4851,21.7072,-7.4148,-3.6796,-0.6745,5.4298,7.2961,-5.6001,0.0001,2.5424,1.7454,6.1948
3090 日電貿,現股當沖比重,0,0,0,0,0,0,0,0,0.88,5.98,1.81,1.94,2.06,0
3094 聯傑,月報酬率 %,-13.2846,-18.9957,9.4337,44.5814,-12.9472,6.0664,-9.9631,2.4592,2.6,-9.5518,0.2156,-3.4409,8.2122,2.6033
3094 聯傑,現股當沖比重,0,0,0,0,0,0,0,0.51,2.89,0,4.16,5.21,7.95,11.72
3130 一零四,月報酬率 %,1.7691,-1.7607,3.2258,3.1249,-5.7239,-0.3571,0.3585,-1.0714,1.444,-0.3558,0.7144,-1.4184,2.8566,7.4074
3130 一零四,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25
3149 正達,月報酬率 %,-15.8684,-24.1994,19.2488,18.8975,-12.914,-5.7035,-3.6292,0.4186,-6.2501,-16.8002,-3.7393,28.7457,7.7586,-4
3149 正達,現股當沖比重,0,0,0,0,0,0,0,5.82,11.18,0,0,0,0,0
3164 景岳,月報酬率 %,-11.3638,-14.5298,22.5001,22.6528,-1.4974,-18.0744,-3.505,14.1026,-6.5543,-10.6214,3.5876,-4.3291,2.7149,-4.8457
3164 景岳,現股當沖比重,0,0,0,0,0,0,0,1.16,1.81,3.57,5.37,1.56,1.26,0
3167 大量,月報酬率 %,-14.3081,-1.7542,3.5182,6.2615,1.4283,-7.0423,-0.7575,7.6334,-2.6594,-9.2896,-2.0082,-2.2539,40.4614,-11.7043
3167 大量,現股當沖比重,0,0,0,0,0,0,0,0,7.8,11.81,0,0,21.54,24.49
3189 景碩,月報酬率 %,-26.714,-0.2969,8.6206,6.1905,-14.9475,17.5747,3.438,11.2718,-7.1428,-12.5875,14.2397,-1.4005,-2.2725,2.2654
3189 景碩,現股當沖比重,9.4,7.12,13.06,8.81,4.38,9.75,14.62,3.67,7.42,5.18,5.27,2.68,3.64,1.2
3209 全科,月報酬率 %,-9.6521,-11.282,10.9265,5.5676,-1.0143,3.8935,2.3669,8.6704,5.319,1.5153,-4.4777,4.1665,6.1185,-3.7878
3209 全科,現股當沖比重,0,0,0,0,0,0,0,2.8,0.61,3.88,0,2.73,0.79,0
3229 晟鈦,月報酬率 %,-30.7809,-5.6401,-12.6436,4.2103,-20.9596,-11.8211,-5.797,4.2308,42.0665,-19.2207,-4.1798,-2.0134,5.4793,-17.2078
3229 晟鈦,現股當沖比重,0,0,0,0,0,0,0,1.3,8.27,3.67,1.84,2.78,4.62,0
3231 緯創,月報酬率 %,-11.7521,-14.2832,6.5219,-4.3729,3.9634,9.0909,-0.0001,6.4515,0.505,-4.0201,9.6859,6.9214,13.1695,-0.4068
